date,item_id,dashboard_price_eur,verified_lowest_ask_eur,source,active_listing_count,notes
2026-09-24,raichu_14,107.6,230.0,cardmarket,1,"230EUR + 20EUR spedizione = 250EUR totale. Controllato anche eBay e Vinted, stessa indisponibilita' sotto il prezzo dashboard."
